"core","hole","analyst","bottom","continuity","core_catcher","core_diameter","core_loss_reason","core_ondeck","core_recovery","core_recovery_pc","type","length","last_section","mcd_offset","remarks","rqd_abundance","rqd_intensity","temperature"
219,"5063_1_C","NB","653.65",,1,49,,"2017-09-19 08:00:00","2.98","99.333333333333","R",3,2,"-6.98",,100,4,
220,"5063_1_C","NB","656.65",,1,49,,"2017-09-19 08:00:00","3.09",103,"R",3,3,"-6.41",,100,4,
221,"5063_1_C","NB","659.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-6.41",,100,4,
222,"5063_1_C","NB","662.65",,1,49,,"2017-09-19 08:00:00","3.01","100.33333333333","R",3,3,"-6.41",,100,4,
223,"5063_1_C","NB","665.65",,1,49,,"2017-09-19 08:00:00","3.06",102,"R",3,3,"-7.06",,100,4,
224,"5063_1_C","NB","668.65",,1,49,,"2017-09-19 08:00:00","2.99","99.666666666667","R",3,3,"-7.06",,100,4,
225,"5063_1_C","NB","671.65",,1,49,,"2017-09-19 08:00:00","2.98","99.333333333333","R",3,3,"-7.06",,100,4,
226,"5063_1_C","NB","674.65",,1,49,,"2017-09-19 08:00:00","3.01","100.33333333333","R",3,3,"-7.02",,100,4,
227,"5063_1_C","NB","677.65",,0,49,,"2017-09-19 08:00:00","2.98","99.333333333333","R",3,3,"-7.02",,100,4,
228,"5063_1_C","NB","680.65",,1,49,,"2017-09-19 08:00:00","3.02","100.66666666667","R",3,3,"-7.02",,100,4,
229,"5063_1_C","NB","683.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-6.97",,100,4,
230,"5063_1_C","NB","686.65",,1,49,,"2017-09-19 08:00:00","3.02","100.66666666667","R",3,3,"-6.97",,100,4,
231,"5063_1_C","NB","689.65",,1,49,,"2017-09-19 08:00:00",3,100,"R",3,3,"-6.97",,100,4,
232,"5063_1_C","NB","692.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-6.99",,100,4,
233,"5063_1_C","NB","695.65",,1,49,,"2017-09-19 08:00:00",3,100,"R",3,3,"-6.99",,100,4,
234,"5063_1_C","NB","698.65",,1,49,,"2017-09-19 08:00:00","2.95","98.333333333333","R",3,3,"-6.99",,100,4,
235,"5063_1_C","NB","701.65",,1,49,,"2017-09-19 08:00:00","3.08","102.66666666667","R",3,3,"-7.03",,100,4,
236,"5063_1_C","NB","704.65",,1,49,,"2017-09-19 08:00:00",3,100,"R",3,3,"-7.03",,100,4,
237,"5063_1_C","NB","707.65",,1,49,,"2017-09-19 08:00:00","3.06",102,"R",3,3,"-7.03",,100,4,
238,"5063_1_C","NB","710.65",,1,49,,"2017-09-19 08:00:00","3.02","100.66666666667","R",3,3,"-7.43",,100,4,
239,"5063_1_C","NB","713.65",,1,49,,"2017-09-19 08:00:00","2.98","99.333333333333","R",3,3,"-7.43",,100,4,
240,"5063_1_C","NB","716.65",,1,49,,"2017-09-19 08:00:00","3.01","100.33333333333","R",3,3,"-7.43",,100,4,
241,"5063_1_C","NB","719.65",,1,49,,"2017-09-19 08:00:00","3.08","102.66666666667","R",3,3,"-7.13",,100,4,
242,"5063_1_C","NB","722.65",,1,49,,"2017-09-19 08:00:00","2.96","98.666666666667","R",3,2,"-7.13",,100,4,
243,"5063_1_C","NB","725.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,2,"-7.13",,100,4,
244,"5063_1_C","NB","728.65",,1,49,,"2017-09-19 08:00:00","3.01","100.33333333333","R",3,2,"-7.06",,100,4,
245,"5063_1_C","NB","731.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-7.06",,100,4,
246,"5063_1_C","NB","734.65",,1,49,,"2017-09-19 08:00:00","3.01","100.33333333333","R",3,3,"-7.07",,100,4,
247,"5063_1_C","NB","737.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-7.07",,100,4,
248,"5063_1_C","NB","740.65",,1,49,,"2017-09-19 08:00:00","2.34",78,"R",3,2,"-7.07","No available reason for short core run",100,4,
249,"5063_1_C","NB","743.65",,1,49,,"2017-09-19 08:00:00","2.99","99.666666666667","R",3,3,"-7.07",,100,4,
250,"5063_1_C","NB","746.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,2,"-7.77",,100,4,
251,"5063_1_C","NB","749.65",,1,49,,"2017-09-19 08:00:00","2.97",99,"R",3,3,"-7.77",,100,4,
252,"5063_1_C","NB","752.65",,1,49,,"2017-09-19 08:00:00","3.03",101,"R",3,3,"-7.75",,100,4,
253,"5063_1_C","NB","755.65",,1,49,,"2017-09-19 08:00:00",3,100,"R",3,3,"-7.75",,100,4,
254,"5063_1_C","NB","758.65",,1,49,,"2017-09-19 08:00:00","2.97",99,"R",3,3,"-7.75",,100,4,
255,"5063_1_C","NB","761.65",,1,49,,"2017-09-19 08:00:00","3.06",102,"R",3,3,"-7.69",,100,4,
256,"5063_1_C","NB","764.65",,1,49,,"2017-09-19 08:00:00",3,100,"R",3,3,"-7.69",,100,4,
257,"5063_1_C","NB","767.65",,1,49,,"2017-09-19 08:00:00","3.07","102.33333333333","R",3,3,"-7.69",,100,4,
258,"5063_1_C","MR","770.65",,1,49,,"2017-10-11 07:00:00","2.98","99.333333333333","R",3,2,"-9.13",,0,4,
259,"5063_1_C","MR","773.65",,1,49,,"2017-10-11 07:00:00","2.91",97,"R",3,2,"-9.13",,0,4,
260,"5063_1_C","MR","776.65",,1,"47.5",,"2017-10-11 07:00:00","2.94",98,"R",3,2,"-9.13",,100,4,
261,"5063_1_C","MR","779.65",,1,"47.5",,"2017-10-11 07:00:00","3.09",103,"R",3,3,"-7.93",,100,4,
262,"5063_1_C","MR","782.65",,1,"47.5",,"2017-10-11 07:00:00","3.01","100.33333333333","R",3,3,"-7.93",,100,4,
263,"5063_1_C","MR","785.65",,1,"47.5",,"2017-10-11 07:00:00","3.03",101,"R",3,3,"-7.93",,100,4,
264,"5063_1_C","MR","788.65",,1,"47.5",,"2017-10-11 07:00:00","2.86","95.333333333333","R",3,3,"-7.78",,100,4,
265,"5063_1_C","MR","791.65",,1,"47.5",,"2017-10-11 07:00:00","3.14","104.66666666667","R",3,3,"-7.78",,100,4,
266,"5063_1_C","MR","794.65",,1,"47.5",,"2017-10-11 07:00:00",3,100,"R",3,3,"-7.78",,100,4,
267,"5063_1_C","MR","797.65",,1,"47.5",,"2017-10-11 07:00:00","2.76",92,"R",3,3,"-7.8",,100,4,
268,"5063_1_C","MR","800.65",,1,"47.5",,"2017-10-11 07:00:00","3.15",105,"R",3,3,"-7.8",,100,4,
269,"5063_1_C","MR","803.65",,1,"47.5",,"2017-10-11 07:00:00","3.17","105.66666666667","R",3,3,"-7.8",,100,4,
270,"5063_1_C","MR","806.65",,1,"47.5",,"2017-10-11 07:00:00","2.94",98,"R",3,3,"-7.77",,100,4,
271,"5063_1_C","MR","809.65",,1,"47.5",,"2017-10-11 07:00:00","3.08","102.66666666667","R",3,3,"-7.77",,100,4,
272,"5063_1_C","MR","812.65",,1,"47.5",,"2017-10-11 07:00:00","2.95","98.333333333333","R",3,3,"-7.77",,100,4,
273,"5063_1_C","MR","815.65",,1,"47.5",,"2017-10-11 07:00:00","3.05","101.66666666667","R",3,3,"-7.99",,100,4,
274,"5063_1_C","MR","818.65",,1,"47.5",,"2017-10-11 07:00:00","2.97",99,"R",3,3,"-7.99",,100,4,
275,"5063_1_C","MR","821.65",,1,"47.5",,"2017-10-11 07:00:00","3.07","102.33333333333","R",3,4,"-7.68",,100,4,
276,"5063_1_C","MR","824.65",,1,"47.5",,"2017-10-11 07:00:00","3.03",101,"R",3,3,"-7.99",,100,4,
35,"5063_1_C","MR",102,,0,"47.5",,"2017-10-11 07:00:00","1.65",110,"R","1.5",2,"0.8",,0,0,
277,"5063_1_C","RD",29,,1,55,,"2019-04-15 14:06:00",3,60,"L",5,4,6,,0,0,
278,"5063_1_C","SB",4,,1,67,,"2017-06-15 09:00:00","2.9","96.666666666667","R",3,4,0,"Simple tube barrel used to drill the casing. Fractures of excavation damage zone (blasting fractures) also reduce the RQD.",0,0,
279,"5063_1_C","SB",4,,1,67,,"2017-06-15 09:00:00","2.9","96.666666666667","R",3,4,0,"Simple tube barrel used to drill the casing. Fractures of excavation damage zone (blasting fractures) also reduce the RQD.",0,0,
280,"5063_1_C","SB",4,,1,67,,"2017-06-15 09:00:00","2.9","96.666666666667","R",3,4,0,"Simple tube barrel used to drill the casing. Fractures of excavation damage zone (blasting fractures) also reduce the RQD.",0,0,
